CONS_NO,FLAG,DATE,CONSUMPTION,anomaly_type,source_consumer
CUST_0020SYN1meter_tamper,1,2014-01-29,1.332,meter_tamper,CUST_0020
CUST_0020SYN1meter_tamper,1,2014-01-30,0.9900000000000001,meter_tamper,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-01,4.44,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-02,6.66,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-03,4.95,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-04,1.83,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-05,1.71,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-06,8.14,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-07,14.58,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-08,10.95,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-09,2.15,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-10,11.72,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-11,12.75,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-12,2.74,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-13,1.55,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-14,11.96,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-15,1.37,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-16,3.83,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-17,1.56,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-18,8.67,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-19,4.3,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-20,11.34,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-21,11.31,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-22,1.31,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-23,0.18700000000000003,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-24,0.789,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-25,1.479,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-26,0.23399999999999999,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-27,0.202,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-28,0.934,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-29,3.95,sharp_dip,CUST_0020
CUST_0020SYN2sharp_dip,1,2014-01-30,0.71,sharp_dip,CUST_0020
CUST_0006SYN1meter_tamper,1,2014-01-01,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-02,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-03,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-04,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-05,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-06,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-07,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-08,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-09,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-10,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-11,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-12,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-13,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-14,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-15,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-16,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-17,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-18,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-19,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-20,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-21,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-22,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-23,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-24,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-25,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-26,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-27,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-28,0.484,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-29,2.3600000000000003,meter_tamper,CUST_0006
CUST_0006SYN1meter_tamper,1,2014-01-30,1.9940000000000002,meter_tamper,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-01,0.0,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-02,11.8,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-03,9.97,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-04,8.19,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-05,4.95,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-06,3.81,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-07,6.46,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-08,0.0,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-09,12.55,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-10,9.93,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-11,0.24,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-12,3.74,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-13,13.93,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-14,11.14,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-15,0.0,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-16,14.64,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-17,11.09,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-18,9.28,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-19,5.85,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-20,12.07,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-21,13.44,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-22,0.0,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-23,14.21,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-24,5.69,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-25,13.53,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-26,2.52,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-27,7.08,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-28,5.44,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-29,0.0,periodic_cut,CUST_0006
CUST_0006SYN2periodic_cut,1,2014-01-30,3.68,periodic_cut,CUST_0006
CUST_0015SYN1sharp_dip,1,2014-01-01,2.81,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-02,14.49,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-03,9.01,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-04,10.63,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-05,11.59,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-06,9.54,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-07,14.15,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-08,14.79,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-09,9.71,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-10,5.15,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-11,10.71,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-12,3.01,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-13,2.63,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-14,7.72,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-15,0.199,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-16,1.2560000000000002,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-17,0.07900000000000001,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-18,0.11499999999999999,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-19,0.11599999999999999,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-20,0.518,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-21,9.51,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-22,1.35,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-23,1.76,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-24,7.96,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-25,7.01,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-26,0.77,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-27,11.56,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-28,13.16,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-29,12.95,sharp_dip,CUST_0015
CUST_0015SYN1sharp_dip,1,2014-01-30,13.46,sharp_dip,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-01,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-02,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-03,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-04,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-05,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-06,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-07,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-08,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-09,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-10,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-11,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-12,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-13,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-14,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-15,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-16,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-17,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-18,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-19,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-20,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-21,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-22,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-23,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-24,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-25,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-26,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-27,1.802,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-28,0.562,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-29,2.898,meter_tamper,CUST_0015
CUST_0015SYN2meter_tamper,1,2014-01-30,1.802,meter_tamper,CUST_0015
CUST_0005SYN1spike_burst,1,2014-01-01,32.743,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-02,6.9,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-03,3.96,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-04,4.29,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-05,4.73,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-06,13.62,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-07,3.5,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-08,4.34,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-09,1.45,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-10,3.94,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-11,9.14,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-12,4.05,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-13,0.33,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-14,13.17,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-15,8.72,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-16,10.92,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-17,14.33,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-18,6.04,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-19,14.13,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-20,11.05,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-21,4.87,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-22,0.96,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-23,12.21,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-24,14.44,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-25,52.86,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-26,370.8,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-27,12.59,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-28,55.86,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-29,5.32,spike_burst,CUST_0005
CUST_0005SYN1spike_burst,1,2014-01-30,9.54,spike_burst,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-01,2.42,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-02,6.9,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-03,3.96,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-04,4.29,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-05,4.73,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-06,13.62,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-07,3.5,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-08,4.34,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-09,1.45,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-10,3.94,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-11,9.14,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-12,4.05,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-13,0.33,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-14,13.17,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-15,8.72,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-16,10.92,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-17,14.33,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-18,6.04,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-19,14.13,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-20,11.05,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-21,4.87,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-22,0.96,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-23,1.221,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-24,1.444,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-25,0.8810000000000001,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-26,1.03,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-27,1.2590000000000001,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-28,0.931,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-29,5.32,sharp_dip,CUST_0005
CUST_0005SYN2sharp_dip,1,2014-01-30,9.54,sharp_dip,CUST_0005
CUST_0010SYN1periodic_cut,1,2014-01-01,0.0,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-02,0.79,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-03,2.85,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-04,14.8,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-05,7.14,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-06,1.25,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-07,7.71,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-08,0.0,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-09,8.9,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-10,3.7,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-11,2.5,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-12,9.5,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-13,12.81,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-14,4.47,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-15,0.0,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-16,4.14,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-17,3.79,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-18,9.43,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-19,1.13,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-20,12.12,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-21,1.46,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-22,0.0,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-23,1.34,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-24,14.45,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-25,13.36,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-26,10.91,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-27,12.98,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-28,11.61,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-29,0.0,periodic_cut,CUST_0010
CUST_0010SYN1periodic_cut,1,2014-01-30,2.36,periodic_cut,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-01,10.65,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-02,0.79,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-03,2.85,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-04,14.8,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-05,42.839999999999996,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-06,1.25,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-07,46.26,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-08,4.25,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-09,53.400000000000006,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-10,3.7,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-11,39.198000000000015,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-12,9.5,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-13,12.81,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-14,4.47,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-15,8.9,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-16,4.14,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-17,3.79,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-18,9.43,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-19,1.13,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-20,12.12,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-21,1.46,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-22,1.84,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-23,1.34,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-24,14.45,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-25,80.16,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-26,10.91,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-27,12.98,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-28,11.61,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-29,5.29,spike_burst,CUST_0010
CUST_0010SYN2spike_burst,1,2014-01-30,2.36,spike_burst,CUST_0010
CUST_0014SYN1flatline,1,2014-01-01,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-02,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-03,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-04,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-05,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-06,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-07,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-08,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-09,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-10,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-11,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-12,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-13,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-14,0.2,flatline,CUST_0014
CUST_0014SYN1flatline,1,2014-01-15,0.2,flatline,CUST_0014
