CONS_NO,FLAG,DATE,CONSUMPTION,YEAR,MONTH,DAY,DAY_OF_WEEK,ROLL_MEAN_3,ROLL_STD_3,ROLL_MEAN_7,DIFF_1,DAILY_ENERGY,LOAD_FACTOR,MIN_MAX_RATIO,DIFF_3,DIFF_7,VOLATILITY_INDEX,OFFPEAK_3,PEAK_OFFPEAK_RATIO,IFOREST_SCORE,IFOREST_LABEL,IFOREST_ANOMALY
CUST_0001,1,2014-01-28,14.32,2014,1,28,1,11.256666666666668,2.763807759836668,8.335714285714285,5.370000000000001,14.32,0.5821029529130087,0.0949720670391061,4.84,12.68,0.2455263038054487,4.230000000000001,2.6611505122143413,0.06654796278483271,1,0
CUST_0001,1,2014-01-29,10.59,2014,1,29,2,11.286666666666669,2.751950823204038,8.15,-3.73,10.59,0.5691340782122906,0.0949720670391061,0.0899999999999998,-1.3000000000000007,0.2438231680334351,7.276666666666668,1.5510765002290423,0.13592773031838,1,0
CUST_0001,1,2014-01-30,6.94,2014,1,30,3,10.616666666666667,3.690072266681693,8.947142857142858,-3.65,6.94,0.6248004788507582,0.1291899441340782,-2.009999999999999,5.58,0.3475735259040841,9.643333333333334,1.1009332872450743,0.12415851731370148,1,0
CUST_0002,1,2014-01-08,3.85,2014,1,8,2,8.959999999999999,4.829937887799389,7.152857142857143,-9.6,3.85,0.5318109399893787,0.1620817843866171,-5.540000000000001,-10.42,0.5390555678347533,7.003333333333334,1.2793907663017607,0.10313937351126784,1,0
CUST_0002,1,2014-01-09,9.52,2014,1,9,3,8.94,4.826209692916381,8.20142857142857,5.67,9.52,0.6097716409984067,0.2862453531598513,-0.0600000000000005,7.34,0.5398444846662619,7.703333333333333,1.160536564257897,0.12674467297040565,1,0
CUST_0002,1,2014-01-10,1.79,2014,1,10,4,5.053333333333334,4.003028020553113,7.388571428571429,-7.729999999999999,1.79,0.5493361656930431,0.133085501858736,-11.66,-5.69,0.7921559407427003,10.806666666666668,0.4676125848241826,0.09632478482581475,1,0
CUST_0002,1,2014-01-11,1.35,2014,1,11,5,4.22,4.595204021585989,6.99,-0.4399999999999999,1.35,0.5197026022304834,0.1003717472118959,-2.5,-2.79,1.0889109055890969,8.959999999999999,0.4709821428571429,0.10681422849491401,1,0
CUST_0002,1,2014-01-12,8.57,2014,1,12,6,3.9033333333333338,4.047435401996354,6.872857142857143,7.220000000000001,8.57,0.5109930961232076,0.1003717472118959,-0.9499999999999992,-0.8200000000000003,1.0369176947898429,8.94,0.4366144668158092,0.11047632146332187,1,0
CUST_0002,1,2014-01-13,14.31,2014,1,13,0,8.076666666666668,6.494069089048358,7.548571428571429,5.74,14.31,0.5275032444843766,0.0943396226415094,12.52,4.73,0.8040531269973202,5.053333333333334,1.5982849604221638,0.10068019068612993,1,0
CUST_0002,1,2014-01-14,14.85,2014,1,14,1,12.576666666666668,3.480363965641144,7.748571428571428,0.5399999999999991,14.85,0.5217893217893218,0.0909090909090909,13.5,1.4000000000000004,0.2767318287019197,4.22,2.980252764612955,0.0417504795632595,1,0
CUST_0002,1,2014-01-15,5.14,2014,1,15,2,11.433333333333332,5.45687028738391,7.932857142857142,-9.71,5.14,0.5341991341991342,0.0909090909090909,-3.4300000000000006,1.2899999999999996,0.4772772846108377,3.9033333333333338,2.9291204099060626,0.06781001512960244,1,0
CUST_0002,1,2014-01-16,8.02,2014,1,16,3,9.336666666666666,4.987106709639705,7.718571428571429,2.88,8.02,0.5197691197691198,0.0909090909090909,-6.290000000000001,-1.5,0.5341420967125711,8.076666666666668,1.1560049525381757,0.13714522238410937,1,0
CUST_0002,1,2014-01-17,10.75,2014,1,17,4,7.97,2.805334204689352,8.998571428571429,2.7300000000000004,10.75,0.605964405964406,0.0909090909090909,-4.1,8.96,0.3519867258079488,12.576666666666668,0.6337132255499601,0.1001833899168435,1,0
CUST_0002,1,2014-01-18,7.15,2014,1,18,5,8.64,1.8783769589728343,9.827142857142858,-3.6,7.15,0.6617604617604619,0.3461279461279461,2.0100000000000007,5.800000000000001,0.2174047406218558,11.433333333333332,0.7556851311953354,0.09189518114532624,1,0
CUST_0002,1,2014-01-19,9.68,2014,1,19,6,9.193333333333332,1.848684216769691,9.985714285714286,2.53,9.68,0.6724386724386725,0.3461279461279461,1.66,1.1099999999999994,0.2010896537457967,9.336666666666666,0.9846483398786148,0.12152836521700922,1,0
CUST_0002,1,2014-01-20,10.48,2014,1,20,0,9.103333333333332,1.7382845950342445,9.438571428571429,0.8000000000000007,10.48,0.6355940355940355,0.3461279461279461,-0.2699999999999996,-3.83,0.190950339989115,7.97,1.1421999163529903,0.11680797348847077,1,0
CUST_0002,1,2014-01-21,13.55,2014,1,21,1,11.236666666666666,2.0429472174614225,9.252857142857144,3.0700000000000003,13.55,0.6828676858197154,0.3793357933579335,6.4,-1.299999999999999,0.1818107876708474,8.64,1.30054012345679,0.08712436152876424,1,0
CUST_0002,1,2014-01-22,11.87,2014,1,22,2,11.966666666666669,1.5372811497359125,10.214285714285714,-1.6800000000000015,11.87,0.753821823932525,0.5276752767527675,2.1899999999999995,6.73,0.1284636058275135,9.193333333333332,1.3016678752719364,0.05065270543267697,1,0
CUST_0002,1,2014-01-23,14.8,2014,1,23,3,13.406666666666666,1.4702494119479756,11.182857142857143,2.930000000000001,14.8,0.7555984555984556,0.4831081081081081,4.32,6.780000000000001,0.1096655453964178,9.103333333333332,1.4727206151592822,0.0072728484899998724,1,0
CUST_0002,1,2014-01-24,9.77,2014,1,24,4,12.146666666666668,2.526387407610593,11.042857142857144,-5.030000000000001,9.77,0.7461389961389961,0.4831081081081081,-3.780000000000001,-0.9800000000000004,0.2079901817462068,11.236666666666666,1.0809848709581726,0.05374098241367531,1,0
CUST_0002,1,2014-01-25,10.47,2014,1,25,5,11.68,2.724573361097116,11.517142857142856,0.7000000000000011,10.47,0.778185328185328,0.654054054054054,-1.3999999999999986,3.3200000000000003,0.2332682672172188,11.966666666666669,0.9760445682451252,0.022485646637674828,1,0
CUST_0002,1,2014-01-26,8.09,2014,1,26,6,9.443333333333332,1.223165292727587,11.29,-2.380000000000001,8.09,0.7628378378378379,0.5466216216216215,-6.710000000000001,-1.59,0.1295268576838249,13.406666666666666,0.7043759323719543,0.0009673187249633619,1,0
CUST_0002,1,2014-01-27,5.78,2014,1,27,0,8.113333333333333,2.345087063060424,10.618571428571428,-2.31,5.78,0.7174710424710424,0.3905405405405405,-3.9899999999999993,-4.7,0.2890411334914244,12.146666666666668,0.66794731064764,0.06866464465764,1,0
CUST_0002,1,2014-01-28,9.13,2014,1,28,1,7.666666666666667,1.714652540118074,9.987142857142857,3.3500000000000005,9.13,0.6748069498069498,0.3905405405405405,-1.34,-4.42,0.2236503313197488,11.68,0.656392694063927,0.08734314457878839,1,0
CUST_0002,1,2014-01-29,3.27,2014,1,29,2,6.060000000000001,2.940017006753538,8.758571428571429,-5.860000000000001,3.27,0.5917953667953668,0.2209459459459459,-4.82,-8.6,0.4851513212464582,9.443333333333332,0.641722555594776,0.11223167941047557,1,0
CUST_0002,1,2014-01-30,14.7,2014,1,30,3,9.033333333333331,5.715613119634092,8.744285714285715,11.43,14.7,0.5948493683187561,0.2224489795918367,8.919999999999998,-0.1000000000000014,0.6327246995904899,8.113333333333333,1.1133935907970418,0.08107544637599157,1,0
CUST_0003,1,2014-01-08,7.51,2014,1,8,2,5.710000000000001,1.5591343752223523,5.667142857142857,2.67,7.51,0.4551921973608721,0.0489959839357429,2.4799999999999995,-3.5,0.2730533056431439,6.03,0.9469320066334992,0.11268983665843307,1,0
CUST_0003,1,2014-01-09,9.54,2014,1,9,3,7.296666666666667,2.3572512240602017,6.394285714285714,2.03,9.54,0.5135972461273667,0.0489959839357429,4.759999999999999,5.089999999999999,0.323058641945208,7.420000000000001,0.9833782569631624,0.141802667191065,1,0
CUST_0003,1,2014-01-10,13.88,2014,1,10,4,10.31,3.2540590037674444,8.290000000000001,4.340000000000002,13.88,0.5972622478386167,0.3443804034582132,9.04,13.27,0.3156216298513525,4.883333333333334,2.111262798634812,0.06056017781041745,1,0
CUST_0003,1,2014-01-11,2.51,2014,1,11,5,8.643333333333333,5.737789934577017,6.869999999999999,-11.37,2.51,0.4949567723342938,0.1808357348703169,-5.0,-9.94,0.6638399461523737,5.710000000000001,1.513718622300058,0.08331748448417936,1,0
CUST_0003,1,2014-01-12,1.5,2014,1,12,6,5.963333333333334,6.874607867604766,6.365714285714286,-1.0099999999999998,1.5,0.4586249485384931,0.1080691642651296,-8.04,-3.53,1.1528129459370764,7.296666666666667,0.8172681589767017,0.09682749849802674,1,0
CUST_0003,1,2014-01-13,13.73,2014,1,13,0,5.913333333333334,6.788242285992254,7.644285714285715,12.23,13.73,0.550741045697818,0.1080691642651296,-0.1500000000000003,8.95,1.1479552907540451,10.31,0.5735531846104106,0.06326530059809582,1,0
CUST_0003,1,2014-01-14,2.19,2014,1,14,1,5.806666666666668,6.870475480877095,7.265714285714286,-11.54,2.19,0.5234664470975711,0.1080691642651296,-0.3199999999999998,-2.65,1.1832047326424386,8.643333333333333,0.6718087157732358,0.09231082418052045,1,0
CUST_0003,1,2014-01-15,5.7,2014,1,15,2,7.206666666666667,5.915693816733025,7.007142857142857,3.51,5.7,0.5048373816385343,0.1080691642651296,4.2,-1.81,0.8208640818778481,5.963333333333334,1.208496366685299,0.13555620791141448,1,0
CUST_0003,1,2014-01-16,8.16,2014,1,16,3,5.3500000000000005,3.0003499795857187,6.8100000000000005,2.46,8.16,0.4906340057636887,0.1080691642651296,-5.57,-1.379999999999999,0.560813080296396,5.913333333333334,0.9047350620067643,0.1388368536357092,1,0
CUST_0003,1,2014-01-17,9.94,2014,1,17,4,7.933333333333334,2.1290686539736874,6.247142857142856,1.7799999999999994,9.94,0.4549994797627718,0.1092498179169701,7.75,-3.940000000000001,0.2683699984000446,5.806666666666668,1.3662456946039034,0.11711887894060474,1,0
CUST_0003,1,2014-01-18,2.68,2014,1,18,5,6.926666666666667,3.783878081193069,6.271428571428571,-7.26,2.68,0.4567682863385703,0.1092498179169701,-3.02,0.1700000000000003,0.5462769125880272,7.206666666666667,0.9611470860314524,0.13099059651829442,1,0
CUST_0003,1,2014-01-19,6.93,2014,1,19,6,6.516666666666666,3.64760652117705,7.047142857142857,4.25,6.93,0.5132660493184892,0.1595047341587764,-1.2300000000000004,5.43,0.5597350160373991,5.3500000000000005,1.218068535825545,0.13460177573894233,1,0
CUST_0003,1,2014-01-20,9.47,2014,1,20,0,6.359999999999999,3.430699637100284,6.438571428571428,2.540000000000001,9.47,0.6477436044840471,0.2203219315895372,-0.4699999999999988,-4.26,0.5394181819340068,7.933333333333334,0.8016806722689075,0.13417876075709928,1,0
CUST_0003,1,2014-01-21,7.63,2014,1,21,1,8.01,1.311945120803458,7.215714285714285,-1.8400000000000007,7.63,0.7259269905145157,0.2696177062374246,4.949999999999999,5.44,0.1637884045946889,6.926666666666667,1.156400384985563,0.09611698868269686,1,0
CUST_0003,1,2014-01-22,1.46,2014,1,22,2,6.186666666666667,4.19552539419479,6.61,-6.17,1.46,0.664989939637827,0.1468812877263581,-5.47,-4.24,0.6781560443202784,6.516666666666666,0.949360613810742,0.10653207007279114,1,0
CUST_0003,1,2014-01-23,5.68,2014,1,23,3,4.923333333333333,3.153828361425738,6.255714285714285,4.22,5.68,0.6293475136533486,0.1468812877263581,-3.790000000000001,-2.4800000000000004,0.6405880219551263,6.359999999999999,0.7741090146750524,0.12909581379167429,1,0
CUST_0003,1,2014-01-24,11.22,2014,1,24,4,6.12,4.894854441145315,6.438571428571429,5.540000000000001,11.22,0.5738477209065445,0.1301247771836007,3.5900000000000007,1.2800000000000011,0.799812817180607,8.01,0.7640449438202247,0.1416020870088937,1,0
CUST_0003,1,2014-01-25,6.87,2014,1,25,5,7.923333333333333,2.916339029216825,7.037142857142858,-4.3500000000000005,6.87,0.627196333078686,0.1301247771836007,5.41,4.19,0.3680697134055732,6.186666666666667,1.2807112068965516,0.13173716903828342,1,0
CUST_0003,1,2014-01-26,4.71,2014,1,26,6,7.6,3.315825689025284,6.720000000000001,-2.16,4.71,0.5989304812834225,0.1301247771836007,-0.9699999999999998,-2.22,0.4362928538191163,4.923333333333333,1.5436696005416386,0.13610823542599748,1,0
CUST_0003,1,2014-01-27,14.55,2014,1,27,0,8.71,5.171614834846075,7.445714285714287,9.84,14.55,0.51173294059892,0.1003436426116838,3.33,5.08,0.5937560085931199,6.12,1.423202614379085,0.10545798256468186,1,0
CUST_0003,1,2014-01-28,3.51,2014,1,28,1,7.590000000000001,6.057326142779503,6.857142857142857,-11.04,3.51,0.471281296023564,0.1003436426116838,-3.3600000000000003,-4.12,0.7980666854781953,7.923333333333333,0.9579301640723604,0.12543003171654993,1,0
CUST_0003,1,2014-01-29,2.13,2014,1,29,2,6.73,6.807378349996423,6.952857142857143,-1.38,2.13,0.4778595974472263,0.1463917525773195,-2.58,0.6699999999999999,1.01149752600244,7.6,0.8855263157894737,0.11308977517915392,1,0
CUST_0003,1,2014-01-30,7.44,2014,1,30,3,4.36,2.7551587976013345,7.204285714285715,5.3100000000000005,7.44,0.495139911634757,0.1463917525773195,-7.11,1.760000000000001,0.6319171554131501,8.71,0.5005740528128587,0.11698469604187423,1,0
CUST_0004,1,2014-01-08,4.58,2014,1,8,2,4.666666666666667,2.970948221247446,5.668571428571428,2.84,4.58,0.4152799581371009,0.0769230769230769,3.53,-4.44,0.6366317616958812,6.706666666666667,0.6958250497017893,0.12088523155539249,1,0
CUST_0004,1,2014-01-09,8.08,2014,1,9,3,4.8,3.1757203907145275,6.028571428571429,3.5,8.08,0.4416535845107274,0.0769230769230769,0.4000000000000003,2.5200000000000005,0.6616084147321932,4.716666666666666,1.0176678445229683,0.12923672456691476,1,0
CUST_0004,1,2014-01-10,13.17,2014,1,10,4,8.61,4.319455984264685,5.96,5.09,13.17,0.4525436598329537,0.0797266514806378,11.43,-0.4800000000000004,0.5016789761050738,3.49,2.46704871060172,0.08978760582045109,1,0
CUST_0004,1,2014-01-11,13.49,2014,1,11,5,11.58,3.0353088804930515,7.112857142857143,0.3200000000000003,13.49,0.5272688764163931,0.0778354336545589,8.91,8.07,0.2621164836349785,4.666666666666667,2.4814285714285718,0.09119324373876159,1,0
CUST_0004,1,2014-01-12,5.58,2014,1,12,6,10.746666666666664,4.477324349802381,7.76,-7.91,5.58,0.5752409191994069,0.128984432913269,-2.5,4.53,0.4166244742371943,4.8,2.2388888888888885,0.10697829898249361,1,0
CUST_0004,1,2014-01-13,5.62,2014,1,13,0,8.229999999999999,4.5553375286580025,7.465714285714286,0.04,5.62,0.5534258180662925,0.128984432913269,-7.55,-2.06,0.5535039524493321,8.61,0.9558652729384436,0.1446926559445445,1,0
CUST_0004,1,2014-01-14,7.82,2014,1,14,1,6.34,1.2818736287169632,8.334285714285715,2.2,7.82,0.6178121359737372,0.3395107487027428,-5.67,6.08,0.2021882695137166,11.58,0.5474956822107081,0.07892570955579664,1,0
CUST_0004,1,2014-01-15,1.5,2014,1,15,2,4.98,3.208239392564089,7.894285714285715,-6.32,1.5,0.5851953828232553,0.1111934766493699,-4.08,-3.08,0.6442247776233111,10.746666666666664,0.4633995037220844,0.10675370505547943,1,0
CUST_0004,1,2014-01-16,9.6,2014,1,16,3,6.306666666666666,4.256774992095933,8.111428571428572,8.1,9.6,0.6012919623001165,0.1111934766493699,3.98,1.5199999999999996,0.6749643222139429,8.229999999999999,0.7663021466180641,0.1413045262466991,1,0
CUST_0004,1,2014-01-17,4.27,2014,1,17,4,5.123333333333332,4.116871789761412,6.840000000000001,-5.33,4.27,0.5070422535211269,0.1111934766493699,-3.5500000000000007,-8.9,0.8035533747094494,6.34,0.8080967402733963,0.13325287207260955,1,0
CUST_0004,1,2014-01-18,6.56,2014,1,18,5,6.809999999999999,2.6737800956697977,5.8500000000000005,2.29,6.56,0.6093750000000001,0.15625,5.06,-6.930000000000001,0.3926255647092214,4.98,1.3674698795180722,0.10549528297643901,1,0
CUST_0004,1,2014-01-19,8.23,2014,1,19,6,6.353333333333333,1.9880727686212416,6.228571428571429,1.6700000000000008,8.23,0.6488095238095238,0.15625,-1.3699999999999992,2.6500000000000004,0.3129180643160402,6.306666666666666,1.007399577167019,0.13228678477556333,1,0
CUST_0004,1,2014-01-20,13.17,2014,1,20,0,9.32,3.4371645290849835,7.307142857142857,4.94,13.17,0.5548324113244386,0.1138952164009111,8.9,7.55,0.3687944773696334,5.123333333333332,1.8191281717631755,0.11802550103596354,1,0
CUST_0004,1,2014-01-21,12.41,2014,1,21,1,11.27,2.6599999999999984,7.962857142857142,-0.7599999999999998,12.41,0.6046208916368369,0.1138952164009111,5.8500000000000005,4.59,0.2360248447204967,6.809999999999999,1.6549192364170342,0.12979230023452337,1,0
CUST_0004,1,2014-01-22,7.47,2014,1,22,2,11.016666666666666,3.094920569793889,8.815714285714284,-4.94,7.47,0.6693784575333549,0.3242217160212604,-0.7600000000000007,5.97,0.2809307627649521,6.353333333333333,1.7339979013641134,0.09960972329845996,1,0
CUST_0004,1,2014-01-23,5.62,2014,1,23,3,8.5,3.510227912828457,8.247142857142858,-1.85,5.62,0.6262067469356764,0.3242217160212604,-7.55,-3.98,0.4129679897445243,9.32,0.9120171673819742,0.12176707264959191,1,0
CUST_0004,1,2014-01-24,8.79,2014,1,24,4,7.293333333333333,1.5923672105809537,8.892857142857142,3.169999999999999,8.79,0.6752359258054018,0.4267274107820805,-3.620000000000001,4.52,0.2183318844489424,11.27,0.6471458148476781,0.09000547824548127,1,0
CUST_0004,1,2014-01-25,9.45,2014,1,25,5,7.953333333333333,2.047494403736762,9.305714285714286,0.6600000000000001,9.45,0.7065842282243193,0.4267274107820805,1.9799999999999995,2.89,0.2574385251974135,11.016666666666666,0.7219364599092285,0.10271154249217695,1,0
CUST_0004,1,2014-01-26,12.23,2014,1,26,6,10.156666666666666,1.8256323105525216,9.877142857142855,2.780000000000001,12.23,0.7499728820913332,0.4267274107820805,6.61,4.0,0.1797471917183316,8.5,1.1949019607843137,0.08221595083194633,1,0
CUST_0004,1,2014-01-27,12.65,2014,1,27,0,11.443333333333332,1.739003546095673,9.802857142857144,0.4199999999999999,12.65,0.7749294184076794,0.4442687747035573,3.860000000000001,-0.5199999999999996,0.1519665201947864,7.293333333333333,1.5690127970749543,0.07110061116566657,1,0
CUST_0004,1,2014-01-28,10.11,2014,1,28,1,11.663333333333334,1.3615187598168896,9.474285714285712,-2.540000000000001,10.11,0.7489553924336532,0.4442687747035573,0.6600000000000001,-2.3000000000000007,0.1167349608302563,7.953333333333333,1.466471081307628,0.07144108359587259,1,0
CUST_0004,1,2014-01-29,0.32,2014,1,29,2,7.693333333333332,6.51056321168402,8.452857142857143,-9.79,0.32,0.6682100508187464,0.025296442687747,-11.91,-7.15,0.8462603828012158,10.156666666666666,0.7574663603544469,0.058767305688051,1,0
CUST_0004,1,2014-01-30,5.0,2014,1,30,3,5.1433333333333335,4.89657363197301,8.364285714285714,4.68,5.0,0.6612083568605307,0.025296442687747,-7.65,-0.6200000000000001,0.9520233892364892,11.443333333333332,0.4494611127293912,0.0920847766507864,1,0
CUST_0005,1,2014-01-08,4.34,2014,1,8,2,7.153333333333333,5.616024691303745,5.905714285714285,0.8399999999999999,4.34,0.4336060415355569,0.2569750367107195,-0.3900000000000005,1.92,0.7850919885326764,4.326666666666667,1.653312788906009,0.09164687072714328,1,0
CUST_0005,1,2014-01-09,1.45,2014,1,9,3,3.0966666666666662,1.486618085902806,5.127142857142857,-2.89,1.45,0.3764422068386826,0.1064610866372981,-12.17,-5.45,0.480070426018129,7.546666666666667,0.4103356890459363,0.048931986936422756,1,0
CUST_0005,1,2014-01-10,3.94,2014,1,10,4,3.2433333333333336,1.5658969740482045,5.124285714285714,2.49,3.94,0.3762324312985106,0.1064610866372981,0.4399999999999999,-0.02,0.4828048224197957,7.283333333333334,0.4453089244851258,0.07897217814494545,1,0
CUST_0005,1,2014-01-11,9.14,2014,1,11,5,4.843333333333334,3.9237779413893095,5.817142857142857,5.200000000000001,9.14,0.4271029997902245,0.1064610866372981,4.800000000000001,4.8500000000000005,0.8101399741340625,7.153333333333333,0.6770736253494875,0.12116206824712472,1,0
CUST_0005,1,2014-01-12,4.05,2014,1,12,6,5.710000000000001,2.970976270521189,5.719999999999999,-5.090000000000001,4.05,0.4199706314243758,0.1064610866372981,2.6,-0.6800000000000006,0.5203110806516967,3.0966666666666662,1.843918191603876,0.10120401573972493,1,0
CUST_0005,1,2014-01-13,0.33,2014,1,13,0,4.506666666666667,4.422717867254629,3.8214285714285703,-3.72,0.33,0.418099406064395,0.0361050328227571,-3.61,-13.29,0.9813723078227726,3.2433333333333336,1.3895169578622817,0.026321971824888157,1,0
CUST_0005,1,2014-01-14,13.17,2014,1,14,1,5.849999999999999,6.6065422120803845,5.202857142857143,12.84,13.17,0.3950536934591604,0.0250569476082004,4.029999999999999,9.67,1.129323455056476,4.843333333333334,1.2078458362009632,0.040273050201497296,1,0
CUST_0005,1,2014-01-15,8.72,2014,1,15,2,7.406666666666666,6.519971881329958,5.828571428571428,-4.449999999999999,8.72,0.4425642694435405,0.0250569476082004,4.670000000000001,4.380000000000001,0.8802842324027847,5.710000000000001,1.297139521307647,0.10693422155495291,1,0
CUST_0005,1,2014-01-16,10.92,2014,1,16,3,10.936666666666667,2.225046815986868,7.181428571428572,2.1999999999999997,10.92,0.5452869074736957,0.0250569476082004,10.59,9.47,0.2034483525742335,4.506666666666667,2.426775147928994,0.09179145205762207,1,0
CUST_0005,1,2014-01-17,14.33,2014,1,17,4,11.323333333333332,2.8266647012571724,8.665714285714285,3.41,14.33,0.604725351410627,0.0230286113049546,1.16,10.39,0.2496318546885934,5.849999999999999,1.935612535612536,0.087497324318971,1,0
CUST_0005,1,2014-01-18,6.04,2014,1,18,5,10.43,4.166665333333116,8.222857142857142,-8.29,6.04,0.573821154421294,0.0230286113049546,-2.6800000000000006,-3.1000000000000005,0.3994885266858213,7.406666666666666,1.408190819081908,0.12442443444770052,1,0
