CONS_NO,FLAG,DATE,CONSUMPTION,YEAR,MONTH,DAY,DAY_OF_WEEK,ROLL_MEAN_3,ROLL_STD_3,ROLL_MEAN_7,DIFF_1,DAILY_ENERGY,LOAD_FACTOR,MIN_MAX_RATIO,DIFF_3,DIFF_7,VOLATILITY_INDEX,OFFPEAK_3,PEAK_OFFPEAK_RATIO
CUST_0002,1,2014-01-11,1.35,2014,1,11,5,4.22,4.595204021585989,6.99,-0.43999999999999995,1.35,0.5197026022304834,0.10037174721189593,-2.5,-2.7899999999999996,1.0889109055890969,8.959999999999999,0.4709821428571429
CUST_0002,1,2014-01-12,8.57,2014,1,12,6,3.9033333333333338,4.047435401996354,6.872857142857143,7.220000000000001,8.57,0.5109930961232076,0.10037174721189593,-0.9499999999999993,-0.8200000000000003,1.0369176947898429,8.94,0.4366144668158092
CUST_0002,1,2014-01-13,14.31,2014,1,13,0,8.076666666666668,6.494069089048358,7.548571428571429,5.74,14.31,0.5275032444843766,0.09433962264150944,12.52,4.73,0.8040531269973202,5.053333333333334,1.5982849604221638
CUST_0002,1,2014-01-14,14.85,2014,1,14,1,12.576666666666668,3.4803639656411436,7.748571428571428,0.5399999999999991,14.85,0.5217893217893218,0.09090909090909091,13.5,1.4000000000000004,0.2767318287019197,4.22,2.980252764612955
CUST_0002,1,2014-01-15,5.14,2014,1,15,2,11.433333333333332,5.45687028738391,7.932857142857142,-9.71,5.14,0.5341991341991342,0.09090909090909091,-3.4300000000000006,1.2899999999999996,0.4772772846108377,3.9033333333333338,2.9291204099060626
CUST_0002,1,2014-01-16,8.02,2014,1,16,3,9.336666666666666,4.987106709639705,7.718571428571429,2.88,8.02,0.5197691197691198,0.09090909090909091,-6.290000000000001,-1.5,0.5341420967125711,8.076666666666668,1.1560049525381755
CUST_0002,1,2014-01-17,10.75,2014,1,17,4,7.97,2.805334204689352,8.998571428571429,2.7300000000000004,10.75,0.605964405964406,0.09090909090909091,-4.1,8.96,0.3519867258079488,12.576666666666668,0.6337132255499601
CUST_0002,1,2014-01-18,7.15,2014,1,18,5,8.64,1.8783769589728345,9.827142857142858,-3.5999999999999996,7.15,0.6617604617604619,0.3461279461279461,2.0100000000000007,5.800000000000001,0.21740474062185583,11.433333333333332,0.7556851311953354
CUST_0002,1,2014-01-19,9.68,2014,1,19,6,9.193333333333333,1.848684216769691,9.985714285714286,2.5299999999999994,9.68,0.6724386724386725,0.3461279461279461,1.6600000000000001,1.1099999999999994,0.2010896537457967,9.336666666666666,0.9846483398786149
CUST_0002,1,2014-01-20,10.48,2014,1,20,0,9.103333333333333,1.7382845950342443,9.438571428571427,0.8000000000000007,10.48,0.6355940355940355,0.3461279461279461,-0.2699999999999996,-3.83,0.19095033998911506,7.97,1.1421999163529903
CUST_0002,1,2014-01-21,13.55,2014,1,21,1,11.236666666666666,2.0429472174614225,9.252857142857144,3.0700000000000003,13.55,0.6828676858197154,0.37933579335793355,6.4,-1.299999999999999,0.18181078767084746,8.64,1.30054012345679
CUST_0002,1,2014-01-22,11.87,2014,1,22,2,11.966666666666669,1.5372811497359125,10.214285714285714,-1.6800000000000015,11.87,0.753821823932525,0.5276752767527675,2.1899999999999995,6.7299999999999995,0.12846360582751357,9.193333333333333,1.3016678752719364
CUST_0002,1,2014-01-23,14.8,2014,1,23,3,13.406666666666666,1.4702494119479756,11.182857142857143,2.9300000000000015,14.8,0.7555984555984556,0.4831081081081081,4.32,6.780000000000001,0.10966554539641787,9.103333333333333,1.4727206151592822
CUST_0002,1,2014-01-24,9.77,2014,1,24,4,12.146666666666667,2.5263874076105926,11.042857142857143,-5.030000000000001,9.77,0.7461389961389961,0.4831081081081081,-3.780000000000001,-0.9800000000000004,0.20799018174620684,11.236666666666666,1.0809848709581726
CUST_0002,1,2014-01-25,10.47,2014,1,25,5,11.68,2.7245733610971157,11.517142857142856,0.7000000000000011,10.47,0.778185328185328,0.654054054054054,-1.3999999999999986,3.3200000000000003,0.2332682672172188,11.966666666666669,0.9760445682451252
CUST_0002,1,2014-01-26,8.09,2014,1,26,6,9.443333333333333,1.2231652927275867,11.290000000000001,-2.380000000000001,8.09,0.7628378378378379,0.5466216216216215,-6.710000000000001,-1.5899999999999999,0.1295268576838249,13.406666666666666,0.7043759323719543
CUST_0002,1,2014-01-27,5.78,2014,1,27,0,8.113333333333333,2.345087063060424,10.618571428571428,-2.3099999999999996,5.78,0.7174710424710424,0.39054054054054055,-3.9899999999999993,-4.7,0.28904113349142446,12.146666666666667,0.66794731064764
CUST_0002,1,2014-01-28,9.13,2014,1,28,1,7.666666666666667,1.714652540118074,9.987142857142857,3.3500000000000005,9.13,0.6748069498069498,0.39054054054054055,-1.3399999999999999,-4.42,0.2236503313197488,11.68,0.656392694063927
CUST_0002,1,2014-01-29,3.27,2014,1,29,2,6.060000000000001,2.940017006753538,8.758571428571429,-5.860000000000001,3.27,0.5917953667953668,0.22094594594594594,-4.82,-8.6,0.48515132124645827,9.443333333333333,0.641722555594776
CUST_0002,1,2014-01-30,14.7,2014,1,30,3,9.033333333333333,5.715613119634092,8.744285714285715,11.43,14.7,0.5948493683187561,0.22244897959183674,8.919999999999998,-0.10000000000000142,0.6327246995904899,8.113333333333333,1.1133935907970418
CUST_0003,1,2014-01-01,11.01,2014,1,1,2,,,,,11.01,,,,,,,
CUST_0003,1,2014-01-02,4.45,2014,1,2,3,,,,-6.56,4.45,,,,,,,
CUST_0003,1,2014-01-03,0.61,2014,1,3,4,5.3566666666666665,5.258947930274014,,-3.8400000000000003,0.61,,,,,0.9817575476553854,,
CUST_0003,1,2014-01-04,12.45,2014,1,4,5,5.836666666666666,6.040573924167581,,11.84,12.45,,,1.4399999999999995,,1.0349355666763418,,
CUST_0003,1,2014-01-05,5.03,2014,1,5,6,6.03,5.983009276275609,,-7.419999999999999,5.03,,,0.5800000000000001,,0.992207176828459,,
CUST_0003,1,2014-01-06,4.78,2014,1,6,0,7.420000000000001,4.357900870832192,,-0.25,4.78,,,4.17,,0.5873181766620205,5.3566666666666665,1.3851897946484133
CUST_0003,1,2014-01-07,4.84,2014,1,7,1,4.883333333333334,0.13051181300301318,6.167142857142857,0.05999999999999961,4.84,0.4953528399311532,0.048995983935742976,-7.609999999999999,,0.02672596853304024,5.836666666666666,0.8366647629925759
CUST_0003,1,2014-01-08,7.51,2014,1,8,2,5.710000000000001,1.5591343752223523,5.667142857142857,2.67,7.51,0.4551921973608721,0.048995983935742976,2.4799999999999995,-3.5,0.27305330564314395,6.03,0.9469320066334993
CUST_0003,1,2014-01-09,9.54,2014,1,9,3,7.296666666666667,2.3572512240602017,6.394285714285714,2.0299999999999994,9.54,0.5135972461273667,0.048995983935742976,4.759999999999999,5.089999999999999,0.32305864194520806,7.420000000000001,0.9833782569631625
CUST_0003,1,2014-01-10,13.88,2014,1,10,4,10.31,3.2540590037674444,8.290000000000001,4.340000000000002,13.88,0.5972622478386167,0.34438040345821325,9.040000000000001,13.270000000000001,0.3156216298513525,4.883333333333334,2.111262798634812
CUST_0003,1,2014-01-11,2.51,2014,1,11,5,8.643333333333333,5.737789934577017,6.869999999999999,-11.370000000000001,2.51,0.49495677233429386,0.18083573487031698,-5.0,-9.94,0.6638399461523737,5.710000000000001,1.513718622300058
CUST_0003,1,2014-01-12,1.5,2014,1,12,6,5.963333333333334,6.874607867604766,6.365714285714286,-1.0099999999999998,1.5,0.45862494853849317,0.10806916426512968,-8.04,-3.5300000000000002,1.1528129459370764,7.296666666666667,0.8172681589767017
CUST_0003,1,2014-01-13,13.73,2014,1,13,0,5.913333333333334,6.788242285992254,7.644285714285715,12.23,13.73,0.550741045697818,0.10806916426512968,-0.15000000000000036,8.95,1.1479552907540451,10.31,0.5735531846104106
CUST_0003,1,2014-01-14,2.19,2014,1,14,1,5.8066666666666675,6.870475480877095,7.265714285714286,-11.540000000000001,2.19,0.5234664470975711,0.10806916426512968,-0.31999999999999984,-2.65,1.1832047326424386,8.643333333333333,0.6718087157732358
CUST_0003,1,2014-01-15,5.7,2014,1,15,2,7.206666666666667,5.915693816733025,7.007142857142857,3.5100000000000002,5.7,0.5048373816385343,0.10806916426512968,4.2,-1.8099999999999996,0.8208640818778481,5.963333333333334,1.208496366685299
CUST_0003,1,2014-01-16,8.16,2014,1,16,3,5.3500000000000005,3.0003499795857187,6.8100000000000005,2.46,8.16,0.49063400576368876,0.10806916426512968,-5.57,-1.379999999999999,0.560813080296396,5.913333333333334,0.9047350620067643
CUST_0003,1,2014-01-17,9.94,2014,1,17,4,7.933333333333334,2.1290686539736874,6.247142857142856,1.7799999999999994,9.94,0.4549994797627718,0.10924981791697014,7.75,-3.9400000000000013,0.2683699984000446,5.8066666666666675,1.3662456946039034
CUST_0003,1,2014-01-18,2.68,2014,1,18,5,6.926666666666667,3.783878081193069,6.271428571428571,-7.26,2.68,0.45676828633857036,0.10924981791697014,-3.02,0.17000000000000037,0.5462769125880272,7.206666666666667,0.9611470860314524
CUST_0003,1,2014-01-19,6.93,2014,1,19,6,6.516666666666666,3.64760652117705,7.047142857142857,4.25,6.93,0.5132660493184892,0.1595047341587764,-1.2300000000000004,5.43,0.5597350160373991,5.3500000000000005,1.218068535825545
CUST_0003,1,2014-01-20,9.47,2014,1,20,0,6.359999999999999,3.4306996371002834,6.438571428571428,2.540000000000001,9.47,0.6477436044840471,0.22032193158953722,-0.46999999999999886,-4.26,0.5394181819340068,7.933333333333334,0.8016806722689075
CUST_0003,1,2014-01-21,7.63,2014,1,21,1,8.01,1.311945120803458,7.215714285714285,-1.8400000000000007,7.63,0.7259269905145157,0.2696177062374246,4.949999999999999,5.4399999999999995,0.1637884045946889,6.926666666666667,1.156400384985563
CUST_0003,1,2014-01-22,1.46,2014,1,22,2,6.186666666666667,4.19552539419479,6.61,-6.17,1.46,0.664989939637827,0.14688128772635814,-5.47,-4.24,0.6781560443202784,6.516666666666666,0.949360613810742
CUST_0003,1,2014-01-23,5.68,2014,1,23,3,4.923333333333333,3.153828361425738,6.255714285714285,4.22,5.68,0.6293475136533486,0.14688128772635814,-3.790000000000001,-2.4800000000000004,0.6405880219551263,6.359999999999999,0.7741090146750524
CUST_0003,1,2014-01-24,11.22,2014,1,24,4,6.12,4.894854441145315,6.438571428571429,5.540000000000001,11.22,0.5738477209065445,0.13012477718360071,3.5900000000000007,1.2800000000000011,0.799812817180607,8.01,0.7640449438202247
CUST_0003,1,2014-01-25,6.87,2014,1,25,5,7.923333333333333,2.916339029216825,7.037142857142858,-4.3500000000000005,6.87,0.627196333078686,0.13012477718360071,5.41,4.1899999999999995,0.36806971340557326,6.186666666666667,1.2807112068965516
CUST_0003,1,2014-01-26,4.71,2014,1,26,6,7.6000000000000005,3.315825689025284,6.720000000000001,-2.16,4.71,0.5989304812834225,0.13012477718360071,-0.9699999999999998,-2.2199999999999998,0.4362928538191163,4.923333333333333,1.5436696005416386
CUST_0003,1,2014-01-27,14.55,2014,1,27,0,8.71,5.171614834846075,7.445714285714287,9.84,14.55,0.51173294059892,0.10034364261168384,3.33,5.08,0.5937560085931199,6.12,1.423202614379085
CUST_0003,1,2014-01-28,3.51,2014,1,28,1,7.590000000000001,6.057326142779503,6.857142857142857,-11.040000000000001,3.51,0.471281296023564,0.10034364261168384,-3.3600000000000003,-4.12,0.7980666854781953,7.923333333333333,0.9579301640723603
CUST_0003,1,2014-01-29,2.13,2014,1,29,2,6.73,6.807378349996423,6.952857142857143,-1.38,2.13,0.4778595974472263,0.14639175257731957,-2.58,0.6699999999999999,1.0114975260024401,7.6000000000000005,0.8855263157894737
CUST_0003,1,2014-01-30,7.44,2014,1,30,3,4.36,2.7551587976013345,7.204285714285715,5.3100000000000005,7.44,0.495139911634757,0.14639175257731957,-7.11,1.7600000000000007,0.6319171554131501,8.71,0.5005740528128587
CUST_0004,1,2014-01-01,9.02,2014,1,1,2,,,,,9.02,,,,,,,
CUST_0004,1,2014-01-02,5.56,2014,1,2,3,,,,-3.46,5.56,,,,,,,
CUST_0004,1,2014-01-03,13.65,2014,1,3,4,9.41,4.059076249591771,,8.09,13.65,,,,,0.4313577310937058,,
CUST_0004,1,2014-01-04,5.42,2014,1,4,5,8.21,4.711698207652948,,-8.23,5.42,,,-3.5999999999999996,,0.5738974674364127,,
CUST_0004,1,2014-01-05,1.05,2014,1,5,6,6.706666666666667,6.397783470338251,,-4.37,1.05,,,-4.51,,0.9539438574062997,,
CUST_0004,1,2014-01-06,7.68,2014,1,6,0,4.716666666666666,3.3704945235578356,,6.63,7.68,,,-5.970000000000001,,0.7145924784928275,9.41,0.5012398157987955
CUST_0004,1,2014-01-07,1.74,2014,1,7,1,3.4899999999999998,3.6450102880513295,6.3028571428571425,-5.9399999999999995,1.74,0.46174777603349026,0.07692307692307693,-3.6799999999999997,,1.0444155553155672,8.21,0.42509135200974413
CUST_0004,1,2014-01-08,4.58,2014,1,8,2,4.666666666666667,2.970948221247446,5.668571428571428,2.84,4.58,0.41527995813710095,0.07692307692307693,3.5300000000000002,-4.4399999999999995,0.6366317616958812,6.706666666666667,0.6958250497017893
CUST_0004,1,2014-01-09,8.08,2014,1,9,3,4.8,3.1757203907145275,6.028571428571429,3.5,8.08,0.4416535845107274,0.07692307692307693,0.40000000000000036,2.5200000000000005,0.6616084147321932,4.716666666666666,1.0176678445229683
CUST_0004,1,2014-01-10,13.17,2014,1,10,4,8.61,4.319455984264685,5.96,5.09,13.17,0.4525436598329537,0.07972665148063782,11.43,-0.4800000000000004,0.5016789761050738,3.4899999999999998,2.4670487106017194
CUST_0004,1,2014-01-11,13.49,2014,1,11,5,11.58,3.0353088804930515,7.112857142857143,0.3200000000000003,13.49,0.5272688764163931,0.07783543365455893,8.91,8.07,0.2621164836349785,4.666666666666667,2.4814285714285713
CUST_0004,1,2014-01-12,5.58,2014,1,12,6,10.746666666666664,4.477324349802381,7.76,-7.91,5.58,0.5752409191994069,0.12898443291326908,-2.5,4.53,0.41662447423719434,4.8,2.2388888888888885
CUST_0004,1,2014-01-13,5.62,2014,1,13,0,8.229999999999999,4.5553375286580025,7.465714285714286,0.040000000000000036,5.62,0.5534258180662925,0.12898443291326908,-7.55,-2.0599999999999996,0.5535039524493321,8.61,0.9558652729384436
CUST_0004,1,2014-01-14,7.82,2014,1,14,1,6.34,1.2818736287169632,8.334285714285715,2.2,7.82,0.6178121359737372,0.3395107487027428,-5.67,6.08,0.2021882695137166,11.58,0.5474956822107081
CUST_0004,1,2014-01-15,1.5,2014,1,15,2,4.9799999999999995,3.208239392564089,7.894285714285715,-6.32,1.5,0.5851953828232553,0.1111934766493699,-4.08,-3.08,0.6442247776233111,10.746666666666664,0.46339950372208444
CUST_0004,1,2014-01-16,9.6,2014,1,16,3,6.306666666666666,4.256774992095933,8.111428571428572,8.1,9.6,0.6012919623001165,0.1111934766493699,3.9799999999999995,1.5199999999999996,0.6749643222139429,8.229999999999999,0.7663021466180641
CUST_0004,1,2014-01-17,4.27,2014,1,17,4,5.123333333333332,4.1168717897614115,6.840000000000001,-5.33,4.27,0.5070422535211269,0.1111934766493699,-3.5500000000000007,-8.9,0.8035533747094494,6.34,0.8080967402733963
CUST_0004,1,2014-01-18,6.56,2014,1,18,5,6.809999999999999,2.6737800956697977,5.8500000000000005,2.29,6.56,0.6093750000000001,0.15625,5.06,-6.930000000000001,0.39262556470922144,4.9799999999999995,1.3674698795180722
CUST_0004,1,2014-01-19,8.23,2014,1,19,6,6.353333333333333,1.9880727686212416,6.228571428571429,1.6700000000000008,8.23,0.6488095238095238,0.15625,-1.3699999999999992,2.6500000000000004,0.3129180643160402,6.306666666666666,1.007399577167019
CUST_0004,1,2014-01-20,13.17,2014,1,20,0,9.32,3.4371645290849835,7.307142857142857,4.9399999999999995,13.17,0.5548324113244386,0.11389521640091116,8.9,7.55,0.3687944773696334,5.123333333333332,1.8191281717631755
CUST_0004,1,2014-01-21,12.41,2014,1,21,1,11.270000000000001,2.6599999999999984,7.962857142857142,-0.7599999999999998,12.41,0.6046208916368369,0.11389521640091116,5.8500000000000005,4.59,0.23602484472049673,6.809999999999999,1.6549192364170342
CUST_0004,1,2014-01-22,7.47,2014,1,22,2,11.016666666666666,3.0949205697938895,8.815714285714284,-4.94,7.47,0.6693784575333549,0.32422171602126043,-0.7600000000000007,5.97,0.28093076276495216,6.353333333333333,1.7339979013641134
CUST_0004,1,2014-01-23,5.62,2014,1,23,3,8.5,3.510227912828457,8.247142857142858,-1.8499999999999996,5.62,0.6262067469356764,0.32422171602126043,-7.55,-3.9799999999999995,0.4129679897445243,9.32,0.9120171673819742
CUST_0004,1,2014-01-24,8.79,2014,1,24,4,7.293333333333333,1.5923672105809537,8.892857142857142,3.169999999999999,8.79,0.6752359258054018,0.4267274107820805,-3.620000000000001,4.52,0.21833188444894247,11.270000000000001,0.6471458148476781
CUST_0004,1,2014-01-25,9.45,2014,1,25,5,7.953333333333333,2.047494403736762,9.305714285714286,0.6600000000000001,9.45,0.7065842282243193,0.4267274107820805,1.9799999999999995,2.8899999999999997,0.2574385251974135,11.016666666666666,0.7219364599092285
CUST_0004,1,2014-01-26,12.23,2014,1,26,6,10.156666666666666,1.8256323105525218,9.877142857142857,2.780000000000001,12.23,0.7499728820913332,0.4267274107820805,6.61,4.0,0.17974719171833167,8.5,1.1949019607843137
CUST_0004,1,2014-01-27,12.65,2014,1,27,0,11.443333333333333,1.739003546095673,9.802857142857144,0.41999999999999993,12.65,0.7749294184076794,0.4442687747035573,3.860000000000001,-0.5199999999999996,0.15196652019478646,7.293333333333333,1.5690127970749543
CUST_0004,1,2014-01-28,10.11,2014,1,28,1,11.663333333333334,1.3615187598168896,9.474285714285713,-2.540000000000001,10.11,0.7489553924336532,0.4442687747035573,0.6600000000000001,-2.3000000000000007,0.11673496083025632,7.953333333333333,1.466471081307628
CUST_0004,1,2014-01-29,0.32,2014,1,29,2,7.6933333333333325,6.51056321168402,8.452857142857143,-9.79,0.32,0.6682100508187464,0.025296442687747035,-11.91,-7.1499999999999995,0.8462603828012158,10.156666666666666,0.7574663603544469
CUST_0004,1,2014-01-30,5.0,2014,1,30,3,5.1433333333333335,4.89657363197301,8.364285714285714,4.68,5.0,0.6612083568605307,0.025296442687747035,-7.65,-0.6200000000000001,0.9520233892364892,11.443333333333333,0.4494611127293912
CUST_0005,1,2014-01-01,2.42,2014,1,1,2,,,,,2.42,,,,,,,
CUST_0005,1,2014-01-02,6.9,2014,1,2,3,,,,4.48,6.9,,,,,,,
CUST_0005,1,2014-01-03,3.96,2014,1,3,4,4.426666666666667,2.2761663676746773,,-2.9400000000000004,3.96,,,,,0.5141942095650627,,
CUST_0005,1,2014-01-04,4.29,2014,1,4,5,5.05,1.6106209982488122,,0.33000000000000007,4.29,,,1.87,,0.31893485113837866,,
CUST_0005,1,2014-01-05,4.73,2014,1,5,6,4.326666666666667,0.38630730427126614,,0.4400000000000004,4.73,,,-2.17,,0.08928520129536197,,
CUST_0005,1,2014-01-06,13.62,2014,1,6,0,7.546666666666667,5.26425999864495,,8.889999999999999,13.62,,,9.66,,0.6975609538840482,4.426666666666667,1.7048192771084338
