CONS_NO,FLAG,DATE,CONSUMPTION,YEAR,MONTH,DAY,DAY_OF_WEEK,ROLL_MEAN_3,ROLL_STD_3,ROLL_MEAN_7,DIFF_1,DAILY_ENERGY,LOAD_FACTOR,MIN_MAX_RATIO,DIFF_3,DIFF_7,VOLATILITY_INDEX,OFFPEAK_3,PEAK_OFFPEAK_RATIO,IFOREST_LABEL,IFOREST_ANOMALY,IFOREST_SCORE
CUST_0001,1,2014-01-26,10.5,2014,1,26,6,7.276666666666668,4.727222581319113,5.511428571428572,1.0199999999999996,10.5,0.4635347831310825,0.1143818334735071,9.14,4.62,0.6496412159394107,4.963333333333335,1.466084620550705,1,0,-0.4328256693142281
CUST_0001,1,2014-01-27,8.95,2014,1,27,0,9.643333333333334,0.787802851818499,6.524285714285715,-1.5500000000000007,8.95,0.5487204133125075,0.1143818334735071,7.1,7.089999999999999,0.0816940392483752,5.033333333333335,1.915894039735099,1,0,-0.46583772125294676
CUST_0001,1,2014-01-28,14.32,2014,1,28,1,11.256666666666668,2.763807759836668,8.335714285714285,5.370000000000001,14.32,0.5821029529130087,0.0949720670391061,4.84,12.68,0.2455263038054487,4.230000000000001,2.6611505122143413,1,0,-0.4965933138007741
CUST_0001,1,2014-01-29,10.59,2014,1,29,2,11.286666666666669,2.751950823204038,8.15,-3.73,10.59,0.5691340782122906,0.0949720670391061,0.0899999999999998,-1.3000000000000007,0.2438231680334351,7.276666666666668,1.5510765002290423,1,0,-0.4278756736042267
CUST_0001,1,2014-01-30,6.94,2014,1,30,3,10.616666666666667,3.690072266681693,8.947142857142858,-3.65,6.94,0.6248004788507582,0.1291899441340782,-2.009999999999999,5.58,0.3475735259040841,9.643333333333334,1.1009332872450743,1,0,-0.4273184737034418
CUST_0002,1,2014-01-01,14.27,2014,1,1,2,,,,,14.27,,,,,,,,1,0,-0.5178597959531985
CUST_0002,1,2014-01-02,2.18,2014,1,2,3,,,,-12.09,2.18,,,,,,,,1,0,-0.5310220431059764
CUST_0002,1,2014-01-03,7.48,2014,1,3,4,7.976666666666667,6.060283271707135,,5.300000000000001,7.48,,,,,0.7597513504020645,,,1,0,-0.4778319830286605
CUST_0002,1,2014-01-04,4.14,2014,1,4,5,4.6000000000000005,2.6797761100509887,,-3.3400000000000007,4.14,,,-10.13,,0.5825600239241279,,,1,0,-0.492930979856455
CUST_0002,1,2014-01-05,9.39,2014,1,5,6,7.003333333333334,2.657260494067781,,5.250000000000001,9.39,,,7.210000000000001,,0.3794279620277649,,,1,0,-0.4807683250130833
CUST_0002,1,2014-01-06,9.58,2014,1,6,0,7.703333333333333,3.087399121158997,,0.1899999999999995,9.58,,,2.1,,0.4007874237765898,7.976666666666667,0.9657333890514,1,0,-0.46558553771553324
CUST_0002,1,2014-01-07,13.45,2014,1,7,1,10.806666666666668,2.291164187336505,8.641428571428571,3.869999999999999,13.45,0.6055661227350085,0.1527680448493343,9.31,,0.2120139593463761,4.6000000000000005,2.3492753623188403,1,0,-0.46388250973569883
CUST_0002,1,2014-01-08,3.85,2014,1,8,2,8.959999999999999,4.829937887799389,7.152857142857143,-9.6,3.85,0.5318109399893787,0.1620817843866171,-5.540000000000001,-10.42,0.5390555678347533,7.003333333333334,1.2793907663017607,1,0,-0.4655339432279367
CUST_0002,1,2014-01-09,9.52,2014,1,9,3,8.94,4.826209692916381,8.20142857142857,5.67,9.52,0.6097716409984067,0.2862453531598513,-0.0600000000000005,7.34,0.5398444846662619,7.703333333333333,1.160536564257897,1,0,-0.43919223578849803
CUST_0002,1,2014-01-10,1.79,2014,1,10,4,5.053333333333334,4.003028020553113,7.388571428571429,-7.729999999999999,1.79,0.5493361656930431,0.133085501858736,-11.66,-5.69,0.7921559407427003,10.806666666666668,0.4676125848241826,1,0,-0.47475724023602345
CUST_0002,1,2014-01-11,1.35,2014,1,11,5,4.22,4.595204021585989,6.99,-0.4399999999999999,1.35,0.5197026022304834,0.1003717472118959,-2.5,-2.79,1.0889109055890969,8.959999999999999,0.4709821428571429,1,0,-0.4562768980992715
CUST_0002,1,2014-01-12,8.57,2014,1,12,6,3.9033333333333338,4.047435401996354,6.872857142857143,7.220000000000001,8.57,0.5109930961232076,0.1003717472118959,-0.9499999999999992,-0.8200000000000003,1.0369176947898429,8.94,0.4366144668158092,1,0,-0.4408886528125213
CUST_0002,1,2014-01-13,14.31,2014,1,13,0,8.076666666666668,6.494069089048358,7.548571428571429,5.74,14.31,0.5275032444843766,0.0943396226415094,12.52,4.73,0.8040531269973202,5.053333333333334,1.5982849604221638,1,0,-0.46749188386519297
CUST_0002,1,2014-01-14,14.85,2014,1,14,1,12.576666666666668,3.480363965641144,7.748571428571428,0.5399999999999991,14.85,0.5217893217893218,0.0909090909090909,13.5,1.4000000000000004,0.2767318287019197,4.22,2.980252764612955,1,0,-0.5112785183572778
CUST_0002,1,2014-01-15,5.14,2014,1,15,2,11.433333333333332,5.45687028738391,7.932857142857142,-9.71,5.14,0.5341991341991342,0.0909090909090909,-3.4300000000000006,1.2899999999999996,0.4772772846108377,3.9033333333333338,2.9291204099060626,1,0,-0.491210448393273
CUST_0002,1,2014-01-16,8.02,2014,1,16,3,9.336666666666666,4.987106709639705,7.718571428571429,2.88,8.02,0.5197691197691198,0.0909090909090909,-6.290000000000001,-1.5,0.5341420967125711,8.076666666666668,1.1560049525381757,1,0,-0.4238529165484167
CUST_0002,1,2014-01-17,10.75,2014,1,17,4,7.97,2.805334204689352,8.998571428571429,2.7300000000000004,10.75,0.605964405964406,0.0909090909090909,-4.1,8.96,0.3519867258079488,12.576666666666668,0.6337132255499601,1,0,-0.45822880640873676
CUST_0002,1,2014-01-18,7.15,2014,1,18,5,8.64,1.8783769589728343,9.827142857142858,-3.6,7.15,0.6617604617604619,0.3461279461279461,2.0100000000000007,5.800000000000001,0.2174047406218558,11.433333333333332,0.7556851311953354,1,0,-0.4700607556785723
CUST_0002,1,2014-01-19,9.68,2014,1,19,6,9.193333333333332,1.848684216769691,9.985714285714286,2.53,9.68,0.6724386724386725,0.3461279461279461,1.66,1.1099999999999994,0.2010896537457967,9.336666666666666,0.9846483398786148,1,0,-0.4460677648522594
CUST_0002,1,2014-01-20,10.48,2014,1,20,0,9.103333333333332,1.7382845950342445,9.438571428571429,0.8000000000000007,10.48,0.6355940355940355,0.3461279461279461,-0.2699999999999996,-3.83,0.190950339989115,7.97,1.1421999163529903,1,0,-0.4456974627803851
CUST_0002,1,2014-01-21,13.55,2014,1,21,1,11.236666666666666,2.0429472174614225,9.252857142857144,3.0700000000000003,13.55,0.6828676858197154,0.3793357933579335,6.4,-1.299999999999999,0.1818107876708474,8.64,1.30054012345679,1,0,-0.4756810633815563
CUST_0002,1,2014-01-22,11.87,2014,1,22,2,11.966666666666669,1.5372811497359125,10.214285714285714,-1.6800000000000015,11.87,0.753821823932525,0.5276752767527675,2.1899999999999995,6.73,0.1284636058275135,9.193333333333332,1.3016678752719364,1,0,-0.5056634911187798
CUST_0002,1,2014-01-23,14.8,2014,1,23,3,13.406666666666666,1.4702494119479756,11.182857142857143,2.930000000000001,14.8,0.7555984555984556,0.4831081081081081,4.32,6.780000000000001,0.1096655453964178,9.103333333333332,1.4727206151592822,-1,1,-0.5475264578146537
CUST_0002,1,2014-01-24,9.77,2014,1,24,4,12.146666666666668,2.526387407610593,11.042857142857144,-5.030000000000001,9.77,0.7461389961389961,0.4831081081081081,-3.780000000000001,-0.9800000000000004,0.2079901817462068,11.236666666666666,1.0809848709581726,1,0,-0.505357377084615
CUST_0002,1,2014-01-25,10.47,2014,1,25,5,11.68,2.724573361097116,11.517142857142856,0.7000000000000011,10.47,0.778185328185328,0.654054054054054,-1.3999999999999986,3.3200000000000003,0.2332682672172188,11.966666666666669,0.9760445682451252,1,0,-0.5329274342126592
CUST_0002,1,2014-01-26,8.09,2014,1,26,6,9.443333333333332,1.223165292727587,11.29,-2.380000000000001,8.09,0.7628378378378379,0.5466216216216215,-6.710000000000001,-1.59,0.1295268576838249,13.406666666666666,0.7043759323719543,-1,1,-0.5438492938500216
CUST_0002,1,2014-01-27,5.78,2014,1,27,0,8.113333333333333,2.345087063060424,10.618571428571428,-2.31,5.78,0.7174710424710424,0.3905405405405405,-3.9899999999999993,-4.7,0.2890411334914244,12.146666666666668,0.66794731064764,1,0,-0.49182157329652315
CUST_0002,1,2014-01-28,9.13,2014,1,28,1,7.666666666666667,1.714652540118074,9.987142857142857,3.3500000000000005,9.13,0.6748069498069498,0.3905405405405405,-1.34,-4.42,0.2236503313197488,11.68,0.656392694063927,1,0,-0.48355284076677296
CUST_0002,1,2014-01-29,3.27,2014,1,29,2,6.060000000000001,2.940017006753538,8.758571428571429,-5.860000000000001,3.27,0.5917953667953668,0.2209459459459459,-4.82,-8.6,0.4851513212464582,9.443333333333332,0.641722555594776,1,0,-0.45257234208366937
CUST_0002,1,2014-01-30,14.7,2014,1,30,3,9.033333333333331,5.715613119634092,8.744285714285715,11.43,14.7,0.5948493683187561,0.2224489795918367,8.919999999999998,-0.1000000000000014,0.6327246995904899,8.113333333333333,1.1133935907970418,1,0,-0.4839780670360075
CUST_0003,1,2014-01-01,11.01,2014,1,1,2,,,,,11.01,,,,,,,,1,0,-0.4743894724638899
CUST_0003,1,2014-01-02,4.45,2014,1,2,3,,,,-6.56,4.45,,,,,,,,1,0,-0.4910129101332705
CUST_0003,1,2014-01-03,0.61,2014,1,3,4,5.3566666666666665,5.258947930274014,,-3.84,0.61,,,,,0.9817575476553854,,,1,0,-0.503491192818705
CUST_0003,1,2014-01-04,12.45,2014,1,4,5,5.836666666666666,6.040573924167581,,11.84,12.45,,,1.4399999999999995,,1.0349355666763418,,,1,0,-0.5179038313457918
CUST_0003,1,2014-01-05,5.03,2014,1,5,6,6.03,5.983009276275609,,-7.419999999999999,5.03,,,0.5800000000000001,,0.992207176828459,,,1,0,-0.4878893907359621
CUST_0003,1,2014-01-06,4.78,2014,1,6,0,7.420000000000001,4.357900870832192,,-0.25,4.78,,,4.17,,0.5873181766620205,5.3566666666666665,1.3851897946484133,1,0,-0.4804848799272129
CUST_0003,1,2014-01-07,4.84,2014,1,7,1,4.883333333333334,0.1305118130030131,6.167142857142857,0.0599999999999996,4.84,0.4953528399311532,0.0489959839357429,-7.609999999999999,,0.0267259685330402,5.836666666666666,0.8366647629925759,1,0,-0.48020914650770274
CUST_0003,1,2014-01-08,7.51,2014,1,8,2,5.710000000000001,1.5591343752223523,5.667142857142857,2.67,7.51,0.4551921973608721,0.0489959839357429,2.4799999999999995,-3.5,0.2730533056431439,6.03,0.9469320066334992,1,0,-0.44031631107275593
CUST_0003,1,2014-01-09,9.54,2014,1,9,3,7.296666666666667,2.3572512240602017,6.394285714285714,2.03,9.54,0.5135972461273667,0.0489959839357429,4.759999999999999,5.089999999999999,0.323058641945208,7.420000000000001,0.9833782569631624,1,0,-0.4177140475734272
CUST_0003,1,2014-01-10,13.88,2014,1,10,4,10.31,3.2540590037674444,8.290000000000001,4.340000000000002,13.88,0.5972622478386167,0.3443804034582132,9.04,13.27,0.3156216298513525,4.883333333333334,2.111262798634812,1,0,-0.49690416481846605
CUST_0003,1,2014-01-11,2.51,2014,1,11,5,8.643333333333333,5.737789934577017,6.869999999999999,-11.37,2.51,0.4949567723342938,0.1808357348703169,-5.0,-9.94,0.6638399461523737,5.710000000000001,1.513718622300058,1,0,-0.48743164403035133
CUST_0003,1,2014-01-12,1.5,2014,1,12,6,5.963333333333334,6.874607867604766,6.365714285714286,-1.0099999999999998,1.5,0.4586249485384931,0.1080691642651296,-8.04,-3.53,1.1528129459370764,7.296666666666667,0.8172681589767017,1,0,-0.45988588430814775
CUST_0003,1,2014-01-13,13.73,2014,1,13,0,5.913333333333334,6.788242285992254,7.644285714285715,12.23,13.73,0.550741045697818,0.1080691642651296,-0.1500000000000003,8.95,1.1479552907540451,10.31,0.5735531846104106,1,0,-0.5071953396030273
CUST_0003,1,2014-01-14,2.19,2014,1,14,1,5.806666666666668,6.870475480877095,7.265714285714286,-11.54,2.19,0.5234664470975711,0.1080691642651296,-0.3199999999999998,-2.65,1.1832047326424386,8.643333333333333,0.6718087157732358,1,0,-0.46849124723895397
CUST_0003,1,2014-01-15,5.7,2014,1,15,2,7.206666666666667,5.915693816733025,7.007142857142857,3.51,5.7,0.5048373816385343,0.1080691642651296,4.2,-1.81,0.8208640818778481,5.963333333333334,1.208496366685299,1,0,-0.42648910600660705
CUST_0003,1,2014-01-16,8.16,2014,1,16,3,5.3500000000000005,3.0003499795857187,6.8100000000000005,2.46,8.16,0.4906340057636887,0.1080691642651296,-5.57,-1.379999999999999,0.560813080296396,5.913333333333334,0.9047350620067643,1,0,-0.4172279479876745
CUST_0003,1,2014-01-17,9.94,2014,1,17,4,7.933333333333334,2.1290686539736874,6.247142857142856,1.7799999999999994,9.94,0.4549994797627718,0.1092498179169701,7.75,-3.940000000000001,0.2683699984000446,5.806666666666668,1.3662456946039034,1,0,-0.438755094862962
CUST_0003,1,2014-01-18,2.68,2014,1,18,5,6.926666666666667,3.783878081193069,6.271428571428571,-7.26,2.68,0.4567682863385703,0.1092498179169701,-3.02,0.1700000000000003,0.5462769125880272,7.206666666666667,0.9611470860314524,1,0,-0.42178801142812566
CUST_0003,1,2014-01-19,6.93,2014,1,19,6,6.516666666666666,3.64760652117705,7.047142857142857,4.25,6.93,0.5132660493184892,0.1595047341587764,-1.2300000000000004,5.43,0.5597350160373991,5.3500000000000005,1.218068535825545,1,0,-0.4204310982560507
CUST_0003,1,2014-01-20,9.47,2014,1,20,0,6.359999999999999,3.430699637100284,6.438571428571428,2.540000000000001,9.47,0.6477436044840471,0.2203219315895372,-0.4699999999999988,-4.26,0.5394181819340068,7.933333333333334,0.8016806722689075,1,0,-0.42885668383159387
CUST_0003,1,2014-01-21,7.63,2014,1,21,1,8.01,1.311945120803458,7.215714285714285,-1.8400000000000007,7.63,0.7259269905145157,0.2696177062374246,4.949999999999999,5.44,0.1637884045946889,6.926666666666667,1.156400384985563,1,0,-0.467491503813733
CUST_0003,1,2014-01-22,1.46,2014,1,22,2,6.186666666666667,4.19552539419479,6.61,-6.17,1.46,0.664989939637827,0.1468812877263581,-5.47,-4.24,0.6781560443202784,6.516666666666666,0.949360613810742,1,0,-0.44595890939042565
CUST_0003,1,2014-01-23,5.68,2014,1,23,3,4.923333333333333,3.153828361425738,6.255714285714285,4.22,5.68,0.6293475136533486,0.1468812877263581,-3.790000000000001,-2.4800000000000004,0.6405880219551263,6.359999999999999,0.7741090146750524,1,0,-0.43294548334255545
CUST_0003,1,2014-01-24,11.22,2014,1,24,4,6.12,4.894854441145315,6.438571428571429,5.540000000000001,11.22,0.5738477209065445,0.1301247771836007,3.5900000000000007,1.2800000000000011,0.799812817180607,8.01,0.7640449438202247,1,0,-0.4192389823505642
CUST_0003,1,2014-01-25,6.87,2014,1,25,5,7.923333333333333,2.916339029216825,7.037142857142858,-4.3500000000000005,6.87,0.627196333078686,0.1301247771836007,5.41,4.19,0.3680697134055732,6.186666666666667,1.2807112068965516,1,0,-0.4266008195321981
CUST_0003,1,2014-01-26,4.71,2014,1,26,6,7.6,3.315825689025284,6.720000000000001,-2.16,4.71,0.5989304812834225,0.1301247771836007,-0.9699999999999998,-2.22,0.4362928538191163,4.923333333333333,1.5436696005416386,1,0,-0.42204982663760054
CUST_0003,1,2014-01-27,14.55,2014,1,27,0,8.71,5.171614834846075,7.445714285714287,9.84,14.55,0.51173294059892,0.1003436426116838,3.33,5.08,0.5937560085931199,6.12,1.423202614379085,1,0,-0.4502421179193661
CUST_0003,1,2014-01-28,3.51,2014,1,28,1,7.590000000000001,6.057326142779503,6.857142857142857,-11.04,3.51,0.471281296023564,0.1003436426116838,-3.3600000000000003,-4.12,0.7980666854781953,7.923333333333333,0.9579301640723604,1,0,-0.4383838617649358
CUST_0003,1,2014-01-29,2.13,2014,1,29,2,6.73,6.807378349996423,6.952857142857143,-1.38,2.13,0.4778595974472263,0.1463917525773195,-2.58,0.6699999999999999,1.01149752600244,7.6,0.8855263157894737,1,0,-0.44367813720984506
CUST_0003,1,2014-01-30,7.44,2014,1,30,3,4.36,2.7551587976013345,7.204285714285715,5.3100000000000005,7.44,0.495139911634757,0.1463917525773195,-7.11,1.760000000000001,0.6319171554131501,8.71,0.5005740528128587,1,0,-0.44664803124889324
CUST_0004,1,2014-01-01,9.02,2014,1,1,2,,,,,9.02,,,,,,,,1,0,-0.4603564398160407
CUST_0004,1,2014-01-02,5.56,2014,1,2,3,,,,-3.46,5.56,,,,,,,,1,0,-0.4769873101789802
CUST_0004,1,2014-01-03,13.65,2014,1,3,4,9.41,4.059076249591771,,8.09,13.65,,,,,0.4313577310937058,,,1,0,-0.49589810810544666
CUST_0004,1,2014-01-04,5.42,2014,1,4,5,8.21,4.711698207652948,,-8.23,5.42,,,-3.6,,0.5738974674364127,,,1,0,-0.4821364380791274
CUST_0004,1,2014-01-05,1.05,2014,1,5,6,6.706666666666667,6.397783470338251,,-4.37,1.05,,,-4.51,,0.9539438574062996,,,1,0,-0.5126940123697532
CUST_0004,1,2014-01-06,7.68,2014,1,6,0,4.716666666666666,3.370494523557836,,6.63,7.68,,,-5.970000000000001,,0.7145924784928275,9.41,0.5012398157987955,1,0,-0.5075055247283579
CUST_0004,1,2014-01-07,1.74,2014,1,7,1,3.49,3.6450102880513295,6.302857142857143,-5.94,1.74,0.4617477760334902,0.0769230769230769,-3.68,,1.0444155553155672,8.21,0.4250913520097441,1,0,-0.45503624321863045
CUST_0004,1,2014-01-08,4.58,2014,1,8,2,4.666666666666667,2.970948221247446,5.668571428571428,2.84,4.58,0.4152799581371009,0.0769230769230769,3.53,-4.44,0.6366317616958812,6.706666666666667,0.6958250497017893,1,0,-0.4351327083778947
CUST_0004,1,2014-01-09,8.08,2014,1,9,3,4.8,3.1757203907145275,6.028571428571429,3.5,8.08,0.4416535845107274,0.0769230769230769,0.4000000000000003,2.5200000000000005,0.6616084147321932,4.716666666666666,1.0176678445229683,1,0,-0.42234385438488514
CUST_0004,1,2014-01-10,13.17,2014,1,10,4,8.61,4.319455984264685,5.96,5.09,13.17,0.4525436598329537,0.0797266514806378,11.43,-0.4800000000000004,0.5016789761050738,3.49,2.46704871060172,1,0,-0.46337045604868915
CUST_0004,1,2014-01-11,13.49,2014,1,11,5,11.58,3.0353088804930515,7.112857142857143,0.3200000000000003,13.49,0.5272688764163931,0.0778354336545589,8.91,8.07,0.2621164836349785,4.666666666666667,2.4814285714285718,1,0,-0.4657613127869641
CUST_0004,1,2014-01-12,5.58,2014,1,12,6,10.746666666666664,4.477324349802381,7.76,-7.91,5.58,0.5752409191994069,0.128984432913269,-2.5,4.53,0.4166244742371943,4.8,2.2388888888888885,1,0,-0.4503501650311572
CUST_0004,1,2014-01-13,5.62,2014,1,13,0,8.229999999999999,4.5553375286580025,7.465714285714286,0.04,5.62,0.5534258180662925,0.128984432913269,-7.55,-2.06,0.5535039524493321,8.61,0.9558652729384436,1,0,-0.41668012120133296
CUST_0004,1,2014-01-14,7.82,2014,1,14,1,6.34,1.2818736287169632,8.334285714285715,2.2,7.82,0.6178121359737372,0.3395107487027428,-5.67,6.08,0.2021882695137166,11.58,0.5474956822107081,1,0,-0.48233651044838377
CUST_0004,1,2014-01-15,1.5,2014,1,15,2,4.98,3.208239392564089,7.894285714285715,-6.32,1.5,0.5851953828232553,0.1111934766493699,-4.08,-3.08,0.6442247776233111,10.746666666666664,0.4633995037220844,1,0,-0.4564391153400481
CUST_0004,1,2014-01-16,9.6,2014,1,16,3,6.306666666666666,4.256774992095933,8.111428571428572,8.1,9.6,0.6012919623001165,0.1111934766493699,3.98,1.5199999999999996,0.6749643222139429,8.229999999999999,0.7663021466180641,1,0,-0.4179316590527166
CUST_0004,1,2014-01-17,4.27,2014,1,17,4,5.123333333333332,4.116871789761412,6.840000000000001,-5.33,4.27,0.5070422535211269,0.1111934766493699,-3.5500000000000007,-8.9,0.8035533747094494,6.34,0.8080967402733963,1,0,-0.4325304663042164
CUST_0004,1,2014-01-18,6.56,2014,1,18,5,6.809999999999999,2.6737800956697977,5.8500000000000005,2.29,6.56,0.6093750000000001,0.15625,5.06,-6.930000000000001,0.3926255647092214,4.98,1.3674698795180722,1,0,-0.4509078371862815
CUST_0004,1,2014-01-19,8.23,2014,1,19,6,6.353333333333333,1.9880727686212416,6.228571428571429,1.6700000000000008,8.23,0.6488095238095238,0.15625,-1.3699999999999992,2.6500000000000004,0.3129180643160402,6.306666666666666,1.007399577167019,1,0,-0.4263082066260671
CUST_0004,1,2014-01-20,13.17,2014,1,20,0,9.32,3.4371645290849835,7.307142857142857,4.94,13.17,0.5548324113244386,0.1138952164009111,8.9,7.55,0.3687944773696334,5.123333333333332,1.8191281717631755,1,0,-0.4381434328555309
CUST_0004,1,2014-01-21,12.41,2014,1,21,1,11.27,2.6599999999999984,7.962857142857142,-0.7599999999999998,12.41,0.6046208916368369,0.1138952164009111,5.8500000000000005,4.59,0.2360248447204967,6.809999999999999,1.6549192364170342,1,0,-0.4307105205219032
CUST_0004,1,2014-01-22,7.47,2014,1,22,2,11.016666666666666,3.094920569793889,8.815714285714284,-4.94,7.47,0.6693784575333549,0.3242217160212604,-0.7600000000000007,5.97,0.2809307627649521,6.353333333333333,1.7339979013641134,1,0,-0.4665199013594816
